content,source_file,chapter,section,subsection,department,system_category,content_type,chunk_type,hierarchy_level,parent_chunk,keywords,char_count,token_count
皮肤表现 蝶形红斑为本病最常见皮肤表现，为分布于面颊部、高出皮面、伴瘙痒或疼痛的红斑。其他急性病变包括全身广泛性红斑，大疱样损害。亚急性皮肤型狼疮表现为非固定性皮肤损害，常反复发作，愈后不留瘢痕。皮疹常出现于阳光容易照射到的部位，可类似银屑病或扁平苔藓的丘疹鳞屑改变，也可表现为环形红斑样病变。血清中常抭SS-A抗体阳性。多数患者有光敏感，日光照射后皮肤及全身病变加重。盘状红斑可没有全身性表现，也可是SLE的一个表现，瘢痕化、中央萎缩常见。脱发可为弥漫性或片状，因SLE活动引起者常可随疾病控制而长出新发，盘状红斑瘢痕化导致的脱发多为永久性。黏膜损害多表现为囗腔溃疡、阴道溃疡及鼻中隔侵蚀。血管炎可表现为紫癜、甲周或指端片状出血、溃疡和坏疽等。肾脏表现 几乎所有的SLE患者均有肾脏累及。临床上表现为多种肾实质、肾间质及血管病变。水肿是最常见的症状，尿液检查可出现蛋白尿、管型尿、血尿或白细胞尿，大量蛋白尿可表现为肾病综合征，患者也可出现急骤进展肾小球肾炎，急性肾衰竭、高钾血症等疾病状态，高血压、血肌酐增高往往提示预后不佳。消化系统表现 厌食、恶心、呕吐、吞咽困难等是SLE的常见消化系统症状。口腔溃疡常见，食管炎、食管溃疡见于3%～5% SLE患者。接受非甾体类抗炎药和（或）糖皮质激素治疗患者消化性溃疡发生风险增加。SLE患者可出现急腹症，活动期SLE急腹症多由缺血性肠病、肠穿孔、肝血管瘤破裂、胆囊炎、胰腺炎等病变所致，死亡率高。非活动期患者急腹症发生原因与无SLE患者类似。肠系膜血管炎为SLE最严重的并发症之一，可进展为缺血性肠病，最终可导致出血性肠梗死、肠穿孔及腹膜炎，临床表现多变，容易误诊、漏诊，须引起特别重视。呼吸系统表现 约35%的患者有胸腔积液，多为中小量、双侧性。除因浆膜炎所致外，部分是因低蛋白血症引起的漏出液。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,临床表现,1,,"SLE,表现,患者,红斑,病变",771,385
狼疮肺炎表现为发热、干咳、气促，肺X线可见片状浸润阴影，多见于双下肺，有时与肺部继发感染很难鉴别。SLE所引起的肺间质性病变主要是急性和亚急性期的磨玻璃样改变和慢性期的纤维化，表现为活动后气促、干咳、低氧血症。约2%患者合并弥漫性肺泡出血（DAH），主要表现为咳嗽、咯血、低氧血症、呼吸困难，胸片显示弥漫肺浸润，血红蛋白下降及血细胞比容减低常是较特征性表现。在肺泡灌洗液或肺活检标本的肺泡腔中发现大量充满含铁血黄素的巨噬细胞，或者肺泡灌洗液呈血性，而无脓液或其他病原学证据，对于DAH的诊断具有重要意义。10%～20%患者存在肺动脉高压，其发病机制包括肺血管炎、雷诺现象、肺血栓栓塞和广泛肺间质病变。肌肉表现 关节痛、关节炎常见。关节症状可以出现于各个关节，以手指小关节、腕关节、膝关节最为多见，症状呈慢性、持续性，关节肿多不明显，部分SLE患者还可以出现类似于类风湿结节样的皮下结节。临床可见尺侧偏斜、半脱位、挛缩等关节畸形，尤其是手指小关节的更为常见，但往往为非侵蚀性关节炎，称为Jaccoud关节炎，与RA的关节改变不同。SLE患者中肌痛、肌无力表现也不少见，并可出现肌酶异常，肌肉炎症病变在组织学上不同于多发性肌炎/皮肌炎（PM/DM）的肌炎改变。随着糖皮质激素或抗疟药的应用，部分患者可能出现药物相关的继发性炎症肌病。另外，纤维肌痛症也是SLE患者肌痛的一个原因。心脏表现 SLE累及心血管系统可表现为心包炎、心包积液、心肌炎、冠状动脉病变，疣状心内膜炎、恶性高血压等。以心包炎最为常见，大量心包积液可引起心包填塞，缩窄性心包炎及化脓性心包炎罕见。心脏多普勒超声检查诊断心包积液具有较高敏感性。血液系统表现 活动性SLE中红细胞、白细胞和血小板减少常见，其中10%属于Coomb's试验阳性的溶血性贫血。约20%患者有无痛性轻或中度淋巴结肿大，以颈部和腋下为多见。约15%患者有脾大。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,概述,1,,"SLE,关节,患者,心包炎,肺泡",797,398
神经系统表现 SLE可累及中枢及外周神经系统，表现为神经及精神症状，统称为神经精神狼疮（neuropsychiatric SLE，NP-SLE）。50%～60% NP-SLE发生在SLE发病之初或1年内，40%～50%发生在SLE病情活动时，累计发病率为30%～40%，是SLE发病和死亡的重要原因。其临床表现复杂多样，轻者仅有偏头痛、性格改变、记忆力减退或轻度认知障碍。重者可表现为急性脑卒中、昏迷、癫痫持续状态等。少数患者出现脊髓损伤，表现为截瘫、大小便失禁等。有NP-SLE表现的均为病情活动者。引起NP-SLE的病理基础为脑局部血管炎的微血栓，来自心瓣膜赘生物脱落的小栓子，或有针对神经细胞的自身抗体，或并存抗磷脂抗体综合征。NP-SLE危险因素包括：①SLE总体病情活动，尤其与痫性发作及严重认知功能障碍有关。②既往NP-SLE事件。③持续性中高滴度抗心磷脂抗体或糖蛋白抗体IgG/IgM或狼疮抗凝物，尤其与脑血管病、痫性发作、中重度认知障碍、脊髓病变及运动障碍有关。眼睛 表现为结膜炎、葡萄膜炎、眼底改变、视神经病变等。眼底改变如出血、视乳头水肿、视网膜渗出等。抗磷脂抗体综合征（antiphospholipid antibody syndrome，APS） 可出现在SLE活动期，其临床表现为动脉和（或）静脉血栓形成，习惯性自发性流产，血小板减少，患者血清抗磷脂抗体阳性。干燥综合征 约30%的SLE有继发性干燥综合征并存，有唾液腺和泪腺功能不全。辅助检查 一般检查 血、尿常规的异常代表血液系统和肾受损。活动期患者ESR常显著升高（＞ 50mm/h），而CRP正常或只有轻度升高。自身抗体 常见而且有用的自身抗体依次为抗核抗体谱、抗磷脂抗体和抗组织细胞抗体。①抗核抗体谱：出现在SLE的有抗核抗体（ANA）、抗双链DNA（ds-DNA）抗体、抗ENA（可提取核抗原）抗体。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,概述,1,,"SLE,抗体,NP,磷脂,抗核",794,397
抗ENA抗体谱包括抗Sm抗体、抗RNP抗体、抗SSA（Ro）抗体、抗SSB（La）抗体和抗rRNP抗体等。②抗磷脂抗体：包括抗心磷脂抗体、狼疮抗凝物、梅毒血清试验假阳性等对自身不同磷脂成分的自身抗体。③抗组织细胞抗体：抗红细胞膜抗体、抗血小板抗体和抗神经元抗体等。狼疮带试验 阳性代表SLE活动性。肾活检病理 适用于狼疮肾炎。影像学检查 包括X线胸片、头颅CT、MRI、超声心动图等，有助于早期发现器官损害。依病情选择。诊断注意事项 text00347.htmlux5cux23CHP14-1-2-3-1{} （一） 诊断线索 SLE的诊断率与医师对该病的认知程度和警惕性有关。抗核抗体应作为关节炎、肾炎、长期发热、顽固性皮肤过敏、雷诺现象、胸膜炎、各种血细胞减少、脱发、口腔溃疡等症状的常规筛选试验，在诊断慢性肾炎之前应排除狼疮肾炎。对于有两个系统以上症状者，如关节痛+口腔溃疡，关节痛+蛋白尿，关节痛+脱发，关节痛+胸膜炎、皮疹+蛋白尿，胸膜炎+蛋白尿等，应警惕SLE。临床上若遇见单科疾病难以解释整个病情全貌、或疑似本科疾病但又不符合常规时也应注意有无SLE可能。text00347.htmlux5cux23CHP14-1-2-3-2{} （二） 诊断标准 应当把握两个主线，即多系统多器官损害及自身免疫学异常。可以参考2009年SLICC修订的美国ACR SLE分类标准，其分为临床标准和免疫学标准，具体如下： 临床标准 ①急性或亚急性皮肤狼疮。②慢性皮肤型狼疮。③口腔或鼻腔溃疡。④非瘢痕性脱发。⑤炎性滑膜炎（内科医师观察到至少2个关节肿胀或伴有晨僵的关节压痛）。⑥浆膜炎。⑦肾脏损害：24小时尿蛋白定量（或尿蛋白/肌酐比值提示）＞ 0.5g，或尿中出现红细胞管型。⑧神经系统损害：癫痫，精神症状，多发性单神经炎，脊髓炎，外周或脑神经病变，脑炎（急性认知功能障碍）。⑨溶血性贫血。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,概述,1,,"抗体,狼疮,SLE,关节痛,胸膜炎",795,397
⑩白细胞减少（至少一次＜ 4.0 × 10\textsuperscript /L）或淋巴细胞减少（至少一次＜ 1.0 × 10\textsuperscript /L）。或血小板减少（至少一次＜ 100.0 × 10\textsuperscript /L）。免疫学标准 ①ANA滴度超过实验室参考范围。②抗ds-DNA抗体超过实验室参考范围（ELISA法要求超过实验室参考范围上限2倍）。③抗Sm抗体阳性。④抗磷脂抗体、狼疮抗凝物、梅毒血清学假阳性、抗心磷脂抗体至少2倍于正常值或中高滴度、抗2-GP1抗体阳性。⑤低补体，包括低C3，低C4，低CH50。⑥无溶血性贫血者出现直接Coombs试验阳性。确诊条件：①病理证实狼疮肾炎+ ANA或抗ds-DNA抗体阳性。②符合4条标准，至少包括1条临床标准和1条免疫学标准。该标准产生于716例SLE患者和非SLE患者，对于该群体其敏感性达到94%，特异性达到92%。美国风湿病学会1997年推荐的SLE分类标准（表）。该分类标准的11项中，符合4项或4项以上者，在除外感染、肿瘤和其他结缔组织病后，可诊断SLE。text00347.htmlux5cux23CHP14-1-2-3-3{} （三） 其他应注意的问题 1.有神经精神表现的 SLE患者 首先要明确该症状是SLE本身表现抑或并发症、治疗药物甚至并发神经精神疾病所致。进行脑脊液检查的主要目的是排除中枢神经系统感染，抗磷脂抗体与神经精神症状关系密切。CT对急性颅内出血临床诊断价值高，而在显示其他NPSLE病变如脑水肿等方面，MRI较CT有更高的敏感性，MRI之T2加权图像能显示NPSLE患者脑水肿发生的病理过程，比T1加权图像更加敏感。PET或SPECT检查可提供NPSLE患者脑血流、代谢功能有价值的信息。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,概述,1,,"SLE,抗体,阳性,标准,10",757,378
2.肾活检 对狼疮肾炎的诊断、病理分期具重要意义，所提供信息非血清学检查及尿液分析所能替代，对患者的治疗，尤其是高危肾脏累及患者的治疗方案选择具指导意义，故对新发狼疮肾炎病例，主张常规进行肾穿刺活检。对治疗效果不佳及复发的患者，重复肾活检有助于了解患者病情恶化的原因，判断预后。对肾体积缩小、已经进展至终末期肾衰竭的SLE患者肾活检临床价值不大。3.SLE患者胸膜炎、胸腔积液并非一定要进行胸腔穿刺术，考虑存在感染或其他原因时为穿刺指征。出现咳嗽、胸闷、呼吸困难等表现，要及时进行血常规、ESR、CRP、痰液病原学培养以及胸部X线平片、CT检查，必要时要进行支气管镜检查及动脉血气分析。狼疮性肺炎、肺出血、肺纤维化、卡氏肺囊虫感染等均表现为肺间质病变，影像学有诸多相似之处，一定要结合患者各项临床表现特点，综合分析，细心做出鉴别诊断。4.每例急腹症患者都应尽快完善包括抗心磷脂抗体在内的血液学及生化检查 ，症状隐袭出现者应尽早完善腹部超声、CT或磁共振等无创性检查。超声检查可发现增厚的肠壁，CT或磁共振可识别腹腔内脓肿、肿大的淋巴结、浆膜炎、增厚的肠壁、肠袢水肿及扩张、胰腺假囊肿以及肿大的肝、脾。腹部X线检查、腹腔穿刺术对诊断也能提供一定帮助。5.SLE患者出现心悸、气促、水肿等表现要警惕心脏病变，应随时注意电解质、心肌酶学及心电图异常。并非每例心包积液均须心包穿刺，大量积液引起心包填塞、疑化脓性心包炎及其他不明原因心包积液者为穿刺指征。超声检查可显示SLE患者心包积液量及心包结构，SLE合并心肌炎时超声检查可显示心室扩大、射血分数下降、室壁活动异常等。食管超声检查检测心脏瓣膜病变具较高敏感性，同位素心肌灌注显像和冠状动脉造影有助于了解SLE冠状动脉粥样硬化及血管炎的严重程度。治疗 SLE治疗原则是活动且病情重者，予以强有力的药物控制，病情缓解后，则接受维持性治疗。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,概述,1,,"SLE,患者,检查,心包,积液",790,395
一般治疗 包括：①患者教育是本病治疗的一个重要方面。②病情活动时注意休息，稳定后定期复查。妊娠、产褥期及手术患者应密切随访，以防复发或加重。③及早发现和治疗感染。④避免使用可能诱发SLE的药物，如避孕药等。⑤避免强阳光曝晒和紫外线照射。⑥女性SLE患者妊娠问题：无中枢神经系统、肾脏或其他脏器严重损害，病情处于缓解期达半年以上者，一般能安全地妊娠，并分娩出正常婴儿。非缓解期的SLE患者容易出现流产、早产和死胎，故应避孕。有习惯性流产病史或抗磷脂抗体阳性者，妊娠时应服低剂量阿司匹林（50mg/d）。糖皮质激素 为治疗SLE主要的药物。对不甚严重病例，可先试用泼尼松0.5～1.0mg/（kg•d），晨起顿服，病情稳定后2周或疗程8周内，开始以每1～2周减10%的速度缓慢减量，减至小于0.5mg/（kg•d）后，减量速度依病情适当调慢。维持量以小于10mg/d为宜。对有狼疮危象表现者须先用甲泼尼龙冲击疗法（0.5～1.0g/d静脉注射，连续3天），之后以口服大剂量泼尼松（＞ 30mg/d）维持，待病情控制以后逐渐减量。免疫抑制剂 活动程度较严重的SLE，应同时给予大剂量激素和免疫抑制剂。加用免疫抑制剂有利于更好地控制SLE活动，减少SLE暴发，以及减少激素的需要量。狼疮肾炎用激素联合CTX治疗，会显著降低肾衰竭的发生。常用有环磷酰胺、硫唑嘌呤、环孢素、吗替麦考酚酯等。具体使用应因病情而异。环磷酰胺（CTX） CTX冲击疗法，每次剂量0.5～1.0g/m\textsuperscript 体表面积，加入生理盐水250ml中静滴，时间要＞ 1小时。除危重患者每2周冲击1次外，通常每4周冲击1次。冲击8次后，如病情明显好转，则改为每3月冲击1次，至活动静止后至少1年，可停止冲击。冲击疗法比口服疗效好。CTX口服剂量为1～2mg/（kg•d），分2次服。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,治疗,1,,"SLE,病情,0.5,CT,冲击疗法",781,390
硫唑嘌呤 适用于中等度严重病例，脏器功能恶化缓慢者。常用量1～2mg/（kg•d）。常见副作用有胃肠道不适、肝损害和骨髓抑制。环孢素 每日5mg/kg，分2次口服，3个月。以后每月减少1mg/kg，至3mg/kg作维持治疗。主要副作用为肾、肝毒性，用药期间应予监测。吗替麦考酚酯（MMF） 其活性代谢物为霉酚酸酯。常用量1～2g/（kg•d），分2次口服。抗疟药 对皮疹、关节痛及轻型患者有效。羟氯喹200～400mg/d，分2次口服。氯喹250mg/d，1次口服。注意用药前和用药后每3～6个月进行眼科检查。静脉注射大剂量免疫球蛋白（IVIg） 适用于某些病情严重或（和）并发全身性严重感染者，对重症血小板减少性紫癜有效。一般每日0.4g/kg静脉滴注，连续3～5天为1疗程。控制并发症与对症处理 依病情选择治疗方案： 轻型 以皮损和（或）关节痛为主，则可选用抗疟药，辅以非甾体类抗炎药。治疗无效应早用激素，泼尼松0.5mg/（kg•d）。一般型 有发热、皮损、关节痛及浆膜炎，并有轻度蛋白尿，宜用泼尼松，剂量0.5～1mg/（kg•d）。狼疮肾炎（lupus nephritis，LN） 依临床症状和病理分型选择治疗方案：①轻度肾脏损害：尿蛋白轻微（＜ 1g/d），血压、肾功能正常，病理表现为Ⅰ型或Ⅱ型者仅给予对症治疗。②局灶增生性LN：无临床和严重组织学病变活动者，可继续给予对症治疗或小剂量激素和（或）CTX。如有弥漫性节段性肾损害、大量蛋白尿、明显血尿和血肌酐升高者，治疗同弥漫增殖性LN。③膜性LN：表现为无症状蛋白尿和肾功能稳定者可给予对症治疗。肾病综合征者则需用大剂量泼尼松1mg/（kg•d）联合细胞毒药物治疗。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,诊断,1,,"kg,治疗,LN,1mg,泼尼松",716,358
④弥漫增殖性和严重局灶增殖性LN：活动性Ⅳ型LN伴近期内肾功能显著恶化者，可用甲泼尼龙15mg/（kg•d）冲击治疗，3天为1疗程，必要时2周后可重复1次，一般不超过3疗程。冲击后常规激素治疗，泼尼松1mg/（kg•d）× 8周，此后逐渐减量，直至5～10mg/d维持。常联合应用CTX。对大剂量激素及CTX无效或不能耐受者，可用环孢素或吗替麦考酚酯，常与中小剂量泼尼松合用。\paragraph 甲泼尼龙冲击疗法和泼尼松每日1mg/kg，同时CTX冲击治疗，也可选用鞘内注射地塞米松10mg及甲氨蝶呤10mg，每周1次。有抽搐者同时给抗癫痫药、降颅内压等对症治疗。溶血性贫血或（和）血小板减少 予以甲泼尼龙冲击和泼尼松1mg（/kg•d），根据病情加用IVIg。抗磷脂抗体综合征 予以抗血小板药及华法林口服。缓解期 应使用不良反应最少的药物和用最小有效剂量，以达到抑制疾病复发的目的，如可每日晨服泼尼松5～10mg。血浆置换 是短期的辅助治疗，可以迅速清除体内可溶性免疫复合物、抗基底膜抗体和其他免疫活性物质，为重症患者的治疗争取时间，不宜长期应用。临床用于治疗血栓性血小板减少性紫癜、肺出血及常规治疗不能控制的重症患者。人造血干细胞移植 对于反复发作、难治性SLE可以采用异体自体干细胞移植治疗，其原理是利用大剂量免疫抑制剂摧毁自身免疫系统，并进行免疫重建，远期确切疗效还有待进一步研究。生物制剂 目前用于临床试验治疗SLE的生物制剂主要有抗CD20单抗（利妥昔单抗，rituximab）和CTLA-4。其他几种特殊表现及处理 text00347.htmlux5cux23CHP14-1-3-9-1{} （一） 呼吸系统 急性狼疮肺炎 发生率不高，但临床表现较重，发展快，死亡率高，见于病情活动期。表现为发热、咳嗽、少痰或无痰、呼吸困难、低氧血症。可有气促、咯血或胸痛。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,治疗,1,,"泼尼松,治疗,kg,10mg,CT",787,393
体检可发现双肺底细湿啰音，严重者可有中枢性发绀。影像学检查可见单侧或双侧较弥漫肺部浸润影，肺底为著。血WBC多正常，抗感染无效。需注意与急性肺部感染鉴别。后者常发生在应用激素及免疫抑制剂治疗过程中，患者常高热、进行性呼吸困难、短期内发展为“白肺”，起病前多有前驱受凉感冒病史。处理：①呼吸支持治疗：多数患者需要氧疗，严重低氧血症需机械通气。②糖皮质激素：常需大剂量糖皮质激素，必要时可甲泼尼龙冲击治疗。③免疫抑制剂：对糖皮质激素反应差者可应用免疫抑制剂如硫唑嘌呤、环磷酰胺。急性肺泡出血 少见，但死亡率极高，多同时存在其他系统损害、高滴度ds-DNA抗体及低补体血症。临床表现与急性狼疮肺炎类似，常突然出现发热、呼吸困难、咳嗽、痰中带血，少数情况下出现咯血。可数小时到数天内出现气促、低氧血症、心动过速、急性呼吸窘迫。突然血红蛋白及血细胞比容下降常有提示作用。影像学多为双肺弥漫性浸润渗出影。由于咯血并非每个患者均出现，故肺出血常被贻误。若患者出现血细胞比容及血红蛋白迅速下降、弥漫性肺部浸润，应当警惕肺出血。支气管肺泡灌洗液多为血性。需注意与急性左心衰竭、肺部感染、非心源性肺水肿相互鉴别。处理：首选大剂量糖皮质激素，必要时可甲泼尼龙冲击治疗。免疫抑制剂可根据情况选用。上述治疗无效者可行血浆置换。其他措施包括氧疗、机械通气等对症支持治疗。肺萎陷综合征（shrinking lung syndrome） 为SLE罕见并发症，表现为不明原因呼吸困难，常无全身性炎症表现。胸部X线显示肺容积减少、患侧膈肌抬高、活动度差、基底肺不张，但无膈肌矛盾运动，常无肺间质及肺血管病变。肺功能检查提示限制性通气障碍。发病机制可能与膈肌无力、胸膜炎症有关。一般认为本病进展缓慢，预后良好，但亦有导致呼吸衰竭需要机械通气的报道。处理：首选糖皮质激素，常用泼尼松30～60mg/d。可合用β-肾上腺素受体激动剂及茶碱。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,临床表现,1,,"皮质激素,抑制剂,急性,肺部,通气",799,399
难治性病例可选用免疫抑制剂如甲氨蝶呤、环磷酰胺等。text00347.htmlux5cux23CHP14-1-3-9-2{} （二） 恶性抗磷脂综合征 恶性抗磷脂综合征（catastrophic anti-phospholipid syndrome，CAPS）指抗磷脂综合征短期内出现多器官衰竭的疾病形式。临床特点包括：短期内出现多器官损害。多部位小血管阻塞证据。高滴度抗磷脂抗体。60%病例发病前有前驱事件（主要是感染，其他包括：创伤、停用抗凝药物、妊娠、合并肿瘤等）。CAPS临床表现取决于2个因素：血栓事件所及器官和血栓程度。全身炎症反应（SIRS）的临床表现。CAPS与经典APS相比具有以下特点：①可有不寻常的器官累及，如卵巢、子宫、睾丸梗死。②肺部并发症发生率高，如ARDS及弥漫性肺泡出血。③腹痛常见，与腹腔内血栓导致肠、胆囊、胰腺、肾上腺、脾脏血管栓塞有关。④可因SIRS导致意识丧失。⑤1/5患者可出现DIC。⑥严重的血小板减少可致出血（尤其颅内出血）。⑦妊娠者HELLP综合征发生率高。⑧预后差。腹腔内血栓事件最常见，肾脏、肾上腺、脾脏、肠道、肠系膜及胰腺血管最常受侵，患者常主诉腹痛或腹部不适。肺部并发症其次，与ARDS或肺栓塞有关，尚可出现肺出血、微血栓、肺水肿等，常主诉呼吸困难。皮肤表现有网状青斑、紫癜、皮肤坏死。中枢表现常见为：梗死、脑病、癫痫、中枢静脉梗阻。心脏事件发生率为53%，瓣膜病最为常见（主要是二尖瓣及主动脉瓣）。少数亦可出现心肌梗死。其他器官受累包括：睾丸/卵巢梗死、前列腺坏死、无结石性胆囊炎、骨髓梗死、食管破裂、巨大消化道溃疡、结肠溃疡、血栓性胰腺炎、肾上腺梗死等。实验室检查：60%有血小板减少，1/3可有溶血，但碎裂红细胞较少，1/5有DIC。IgG型抗磷脂抗体常见，IgM型抗磷脂抗体则相对较少。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,临床表现,1,,"磷脂,梗死,血栓,CAPS,器官",775,387
CAPS诊断标准：①3个或以上的器官、系统血栓事件。②临床表现常于1周内相继出现。③组织病理学表明至少1个器官或组织存在小血管阻塞。④抗磷脂抗体阳性。符合以上4条为肯定CAPS。很可能CAPS为：①符合4条，但仅2个器官或系统受累。②符合4条但由于严重血栓事件患者死亡且6周之前未曾查过抗磷脂抗体。③符合①②④条。④符合①③④条。处理：①一线治疗：抗凝治疗，首选静脉应用肝素（1500U/h）连用7～10天，之后改为口服抗凝剂，使INR维持在2～3。糖皮质激素用于控制SLE病情活动，多用泼尼松1～2mg（/kg•d），尤其适用于合并ARDS及急性肺泡出血患者。②二线治疗：静脉应用丙种球蛋白，用量为0.4g（/kg•d），连用4～5天。对严重血小板减少患者尤为有效。与血浆置换联用可提高疗效。③三线治疗：可选择免疫抑制剂如环磷酰胺，理论上能够预防血浆置换后抗磷脂抗体反跳。治疗反应不佳的严重血小板减少可试用利妥昔单抗。text00347.htmlux5cux23CHP14-1-3-9-3{} （三） 巨噬细胞活化综合征 巨噬细胞活化综合征（macrophage activation syndrome，MAS）是与自身免疫疾病相关的嗜血细胞综合征的特殊类型。常突然急性起病，进展迅速，若不能及时诊治，死亡率极高。临床表现为高热、肝脾淋巴结肿大、外周血细胞减少、肝功能异常、凝血障碍、高甘油三酯血症、高铁蛋白血症。此外，血液及脑脊液中NK细胞活性下降和可溶性CD25（sCD25，是IL-2可溶性受体）水平升高。组织病理学可见大量淋巴细胞、成熟巨噬细胞和组织细胞浸润脾脏、淋巴结、骨髓、肝脏及脑脊液。有时早期患者骨髓检查可能正常，故反复骨髓检查有利于诊断。SLE发生MAS常与高度活动的病情或继发感染有关。因此应当注意鉴别SLE并MAS的诱因。目前尚未有SLE合并MAS统一诊断标准。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,概述,1,,"SLE,MAS,CAPS,巨噬细胞,符合",793,396
当出现原发病不好解释的多系统受累的危急情况时应当想到MAS的可能。当患者出现持续性发热、不明原因的全血细胞减少及凝血异常、高甘油三酯血症、迅速出现的肝脾淋巴结肿大应当警惕MAS。处理：SLE并MAS治疗原则为：积极治疗原发病，控制炎症瀑布。text00347.htmlux5cux23CHP14-1-3-9-3-1{} （1） 病因治疗： 鉴别SLE病情活动导致MAS抑或感染诱发MAS非常重要。若是SLE病情活动未控制，则当应用大剂量糖皮质激素甚至静脉冲击治疗，若为感染诱发，则当积极控制潜在的感染。text00347.htmlux5cux23CHP14-1-3-9-3-2{} （2） 免疫抑制剂： 可应用环磷酰胺、环孢素、长春新碱等。亦可应用VP-16。text00347.htmlux5cux23CHP14-1-3-9-3-3{} （3） 丙种球蛋白： 对于难以鉴别感染或原发病活动的患者可应用。text00347.htmlux5cux23CHP14-1-3-9-3-4{} （4） 生物制剂： 有报道TNF-α拮抗剂、IL-6拮抗剂有助于阻断细胞因子大量释放所致的炎症瀑布。抗胸腺球细胞蛋白联合糖皮质激素和环孢素可诱导缓解。text00347.htmlux5cux23CHP14-1-3-9-3-5{} （5） 其他： 对治疗反应差的难治性病例可考虑造血干细胞移植。text00347.htmlux5cux23CHP14-1-3-9-4{} （四） 妊娠相关问题 妊娠使 SLE病情活动风险增加2～3倍，大多数活动度轻微增加，只有15%～30%活动度高。妊娠期常见的病情活动表现是皮肤病变、关节炎、血液系统损害及狼疮肾炎。妊娠期病情活动的预测因子有：孕前6月内病情活动、孕前1年内有多次复发活动、停用羟氯喹。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,概述,1,,"text00347,htmlux5cux23CHP14,MAS,SLE,病情",759,379
鉴别先兆子痫和 SLE复发活动 二者均可出现蛋白尿、高血压、下肢水肿及多系统损害，但二者处理却截然不同：前者需立即终止妊娠，后者则需增强免疫抑制力度。表备注：sFlt-1，soluble FMS-like tyrosine kinase-1，可溶性FMS样酪氨酸激酶-1。PlGF，placental growth factor，胎盘生长因子中各项指标有助于二者鉴别。但应当注意，SLE尤其是狼疮肾炎复发活动可与先兆子痫同时存在。妊娠期血压控制 合并高血压的SLE患者妊娠前必须停用ACEI和ARB，因其可导致胎儿心脏和脑发育异常。但这将导致尿蛋白量增加、血压难以控制。但幸运的是妊娠早期和中期血压有下降趋势。若是患者一直服用噻嗪类利尿剂，则不必停用。应避免应用袢利尿剂，因其可导致胎盘血流量不足。非孕SLE患者降压目标为120/80mmHg，但妊娠期SLE降压目标为140/90mmHg，以免导致胎盘血流量下降。降压药可选用拉贝洛尔。SLE妊娠期病情活动的控制 ①无病情活动者不需要特殊处理，每4～6周随访1次。②轻度活动者仅需低剂量泼尼松维持（≤20mg/d）。③中度活动者需较大剂量糖皮质激素维持，甚至冲击剂量。其他选择包括静脉丙种球蛋白冲击。对控制血液系统病变及狼疮肾炎有效。④对于病情难以控制，短期内又不能期待生产者应考虑终止妊娠。新生儿狼疮综合征（neonatal lupus syndrome） 新生儿狼疮综合征是一种被动传输的自身免疫病，其发生与母体内的抗SSA/Ro和（或）抗SSB/La抗体有关，可累及多个器官，包括心脏、皮肤、肝脏和血液。text00347.htmlux5cux23CHP14-1-3-9-4-4-1{} （1） 先天性房室传导阻滞（CAVB）： 被定义为出生前、出生时或出生后0～27天内诊断的房室传导阻滞（AVB）。,急诊内科学\content\part14.tex,系统性红斑狼疮,,,风湿免疫科,免疫性疾病,急诊处理,预后,1,,"SLE,狼疮,妊娠,活动,胎盘",779,389
